index,Output,Input
257,"Jerry, get out of the booth, take all your clothes off, and fold yourself 12 times.","Yeah, but you just got out of prison. I mean, how much of a step up from that is -- Emotionally speaking, honey, Shoney's is my home. Dad, it's great to have you back, no matter where we are, but wouldn't you like to go home? Oh, come on. Who wants to watch a mad scientist use handmade sci-fi tools to take out highly trained alien guards when we can sit here and be a family at Shoney's? Wow, Rick! That's -- That's one -- one heck of a story. I sure do wish I could have been there to see it happen. Anyway, that's how I escaped from space prison! Oh, scary place. "
258,"Six folds, huh? W-W-What, have you guys got me in a Series 9000? You cheap insect fucks didn't think I was worth your best equipment?","You got it. Jerry, get out of the booth, take all your clothes off, and fold yourself 12 times. Yeah, but you just got out of prison. I mean, how much of a step up from that is -- Emotionally speaking, honey, Shoney's is my home. Dad, it's great to have you back, no matter where we are, but wouldn't you like to go home? Oh, come on. Who wants to watch a mad scientist use handmade sci-fi tools to take out highly trained alien guards when we can sit here and be a family at Shoney's? "
259,"Well, you might as well order some pancakes, because I don't see the need to leave this part of my brain.","Man, I told the money bugs. I said, ""You know who this guy is, right? You want me to get intel out of the smartest mammal in the galaxy, you better give me a decent brainalyzer. Six folds, huh? W-W-What, have you guys got me in a Series 9000? You cheap insect fucks didn't think I was worth your best equipment? You got it. Jerry, get out of the booth, take all your clothes off, and fold yourself 12 times. Yeah, but you just got out of prison. I mean, how much of a step up from that is -- Emotionally speaking, honey, Shoney's is my home. "
260,Shoney's.,"Oh, I think you do. Eventually, you're either gonna relax your cerebellum. Well, you might as well order some pancakes, because I don't see the need to leave this part of my brain. Man, I told the money bugs. I said, ""You know who this guy is, right? You want me to get intel out of the smartest mammal in the galaxy, you better give me a decent brainalyzer. Six folds, huh? W-W-What, have you guys got me in a Series 9000? You cheap insect fucks didn't think I was worth your best equipment? You got it. Jerry, get out of the booth, take all your clothes off, and fold yourself 12 times. "
261,Relaxed enough?,"Or the Series 9000 is going to turn it into mush. Shoney's. Oh, I think you do. Eventually, you're either gonna relax your cerebellum. Well, you might as well order some pancakes, because I don't see the need to leave this part of my brain. Man, I told the money bugs. I said, ""You know who this guy is, right? You want me to get intel out of the smartest mammal in the galaxy, you better give me a decent brainalyzer. Six folds, huh? W-W-What, have you guys got me in a Series 9000? You cheap insect fucks didn't think I was worth your best equipment? "
262,"Oh, any particular ones? You want to see my first boner, or should we go straight to the moment I discovered interdimensional travel?","Ooh! Maybe I just want you to care if I run away yelling! Don't make my mistake, Summer. Don't deify the people that leave you. You'll end up a horse surgeon in a world controlled by aliens whose medicine keeps horses  healthy forever.  Horses live longer than tortoises now. Is that what you want for yourself? Willem Dafoe! Th-That's the guy I couldn't think of this morning. Stop saying his name! He abandoned us. Grandpa Rick wouldn't put up with this! "
263,"' Ooh, your little flappy doodles are twitching. Does that mean you're aroused, or did you just get a signal that one of your buddies found a grape?","Oh, any particular ones? You want to see my first boner, or should we go straight to the moment I discovered interdimensional travel? Ooh! Maybe I just want you to care if I run away yelling! Don't make my mistake, Summer. Don't deify the people that leave you. You'll end up a horse surgeon in a world controlled by aliens whose medicine keeps horses  healthy forever.  Horses live longer than tortoises now. Is that what you want for yourself? Willem Dafoe! Th-That's the guy I couldn't think of this morning. Stop saying his name! He abandoned us. "
264,"Yeah, well, tough titties.","It's arousal. Yes, I'd like very much to visit the memory of you inventing your portal gun. ' Ooh, your little flappy doodles are twitching. Does that mean you're aroused, or did you just get a signal that one of your buddies found a grape? Oh, any particular ones? You want to see my first boner, or should we go straight to the moment I discovered interdimensional travel? Ooh! Maybe I just want you to care if I run away yelling! Don't make my mistake, Summer. Don't deify the people that leave you. You'll end up a horse surgeon in a world controlled by aliens whose medicine keeps horses  healthy forever.  Horses live longer than tortoises now. Is that what you want for yourself? "
265,"Well, that depends on who breaks first -- me or the titty.","Yeah, well, tough titties. It's arousal. Yes, I'd like very much to visit the memory of you inventing your portal gun. ' Ooh, your little flappy doodles are twitching. Does that mean you're aroused, or did you just get a signal that one of your buddies found a grape? Oh, any particular ones? You want to see my first boner, or should we go straight to the moment I discovered interdimensional travel? Ooh! Maybe I just want you to care if I run away yelling! "
266,The day I invented the portal gun is the day I lost her.,"If we stay here, you'll die, along with all your memories. If you take me where I want to go she'll be there, too, won't she? Someone special you remember? Is that your memory of her out there -- between where you were on 9/11 and your favorite sports blooper? Well, that depends on who breaks first -- me or the titty. Yeah, well, tough titties. It's arousal. Yes, I'd like very much to visit the memory of you inventing your portal gun. ' Ooh, your little flappy doodles are twitching. Does that mean you're aroused, or did you just get a signal that one of your buddies found a grape? "
267,"Fine, but I'm driving.","Oh, that sounds cool. I can get what I want and you can say goodbye. The day I invented the portal gun is the day I lost her. If we stay here, you'll die, along with all your memories. If you take me where I want to go she'll be there, too, won't she? Someone special you remember? Is that your memory of her out there -- between where you were on 9/11 and your favorite sports blooper? Well, that depends on who breaks first -- me or the titty. Yeah, well, tough titties. "
268,To the day it all began and ended. The moment that changed everything.,"Where are we going? Oh, God! Oh, God! Whoa, whoa! What?! No, I'm not right. I-I was using ghoulish overkill! Ghoulish overkill, Summer! You're right! He bails on everybody! He bailed on Mom when she was a kid! He -- He bailed on tiny planet! And in case I never made this clear to you, Summer, he bailed on you. He left you to rot in a world that he ruined because he doesn't care! Because nobody's special to him, Summer, not even himself. So, if you really want your grandpa back, grab a shovel. The one that won't let you down is buried in your backyard! Because you suck! You've been keeping your lip zipped about it since Grandpa got arrested, but the fact is, you're freaking stoked to bail on him. "
269,"Yeah, I'd like to get a 10-piece McNugget and a bunch of the Szechuan sauce. Like, as much as you're allowed to give me. In 1998, they had this promotion for the Disney film ""Mulan,"" where they -- where they -- they created a new sauce for the McNuggets called Szechuan sauce, and it's delicious! And then they got rid of it, and now it's gone. This is the only place we're gonna be able to try it, is in my memory.","To the day it all began and ended. The moment that changed everything. Where are we going? Oh, God! Oh, God! Whoa, whoa! What?! No, I'm not right. I-I was using ghoulish overkill! Ghoulish overkill, Summer! You're right! He bails on everybody! He bailed on Mom when she was a kid! He -- He bailed on tiny planet! And in case I never made this clear to you, Summer, he bailed on you. He left you to rot in a world that he ruined because he doesn't care! Because nobody's special to him, Summer, not even himself. So, if you really want your grandpa back, grab a shovel. The one that won't let you down is buried in your backyard! "
270,"Okay. All right, all right.","Rick, you're doing this bit while your brain is melting. Yeah, I'd like to get a 10-piece McNugget and a bunch of the Szechuan sauce. Like, as much as you're allowed to give me. In 1998, they had this promotion for the Disney film ""Mulan,"" where they -- where they -- they created a new sauce for the McNuggets called Szechuan sauce, and it's delicious! And then they got rid of it, and now it's gone. This is the only place we're gonna be able to try it, is in my memory. To the day it all began and ended. The moment that changed everything. Where are we going? Oh, God! Oh, God! Whoa, whoa! What?! No, I'm not right. I-I was using ghoulish overkill! Ghoulish overkill, Summer! "
